carat,cut,color,clarity,depth,table,price,x,y,z
0.79,Premium,E,VS2,60.6,53.0,2876,6.04,5.98,3.64
0.7,Premium,E,SI1,61.3,58.0,2753,5.68,5.71,3.49
0.72,Ideal,I,VS2,61.1,56.0,2337,5.76,5.82,3.54
0.4,Ideal,I,VVS2,62.0,56.0,1035,4.77,4.74,2.95
1.13,Ideal,E,SI2,62.2,56.0,5457,6.7,6.66,4.16
0.41,Ideal,E,SI1,62.5,57.0,755,4.74,4.79,2.98
0.24,Very Good,H,VVS1,62.3,56.0,449,3.99,4.02,2.49
0.5,Good,I,VS2,60.4,64.0,1047,5.12,5.08,3.08
1.02,Premium,H,VS2,61.2,58.0,5312,6.5,6.47,3.97
0.72,Very Good,J,SI1,58.3,62.0,1886,5.87,5.93,3.44
0.41,Premium,G,VS2,61.4,59.0,1061,4.79,4.75,2.93
0.5,Premium,E,SI1,62.6,56.0,1314,5.07,5.06,3.17
1.06,Ideal,D,SI1,62.7,54.0,5946,6.52,6.55,4.1
1.05,Ideal,F,VVS2,61.6,56.0,9483,6.55,6.53,4.03
0.3,Very Good,E,SI1,62.9,56.0,526,4.24,4.31,2.69
0.74,Ideal,F,VS2,60.5,59.0,2936,5.81,5.86,3.53
1.02,Ideal,G,SI1,62.1,55.0,5426,6.46,6.49,4.02
2.39,Premium,H,SI1,60.6,58.0,16687,8.65,8.58,5.22
0.3,Premium,G,IF,61.6,60.0,956,4.32,4.29,2.65
1.1,Good,I,SI1,57.7,60.0,4312,6.82,6.77,3.92
0.83,Premium,J,SI2,59.1,60.0,2241,6.13,6.12,3.62
0.51,Good,G,VVS2,63.1,58.0,1875,5.07,5.11,3.21
0.3,Ideal,G,SI1,62.0,57.0,432,4.27,4.31,2.66
1.51,Very Good,F,VS1,58.9,60.0,14481,7.46,7.54,4.42
0.71,Premium,F,SI2,62.3,60.0,2060,5.67,5.7,3.54
0.3,Ideal,E,VVS2,61.9,58.0,766,4.28,4.32,2.66
0.32,Ideal,G,VS2,62.4,55.0,672,4.39,4.36,2.73
1.02,Ideal,E,SI1,61.1,56.0,4675,6.51,6.45,3.96
0.9,Very Good,I,VS1,62.6,58.0,3844,6.09,6.15,3.83
1.23,Ideal,F,VVS2,61.9,55.0,11927,6.92,6.89,4.27
1.59,Very Good,I,SI1,62.4,56.0,9925,7.46,7.48,4.66
1.03,Premium,G,VS2,58.9,59.0,6229,6.65,6.59,3.9
0.71,Ideal,E,VVS2,61.2,57.0,4030,5.73,5.8,3.53
0.7,Very Good,F,VS2,62.9,57.0,2473,5.59,5.63,3.53
0.32,Ideal,G,VS1,60.8,57.0,828,4.42,4.39,2.68
0.5,Ideal,H,VS2,61.7,55.0,1626,5.11,5.14,3.16
1.55,Premium,E,SI1,60.1,58.0,11871,7.55,7.5,4.52
1.41,Ideal,J,VS1,61.6,56.0,8275,7.19,7.22,4.44
0.54,Ideal,D,VVS1,61.4,58.0,3139,5.28,5.25,3.23
0.9,Ideal,G,VS2,61.7,56.0,4773,6.19,6.26,3.84
1.04,Ideal,I,SI1,61.9,54.0,4941,6.51,6.57,4.05
2.5,Very Good,J,SI1,62.8,57.0,17028,8.58,8.65,5.41
0.9,Very Good,F,SI1,62.3,57.0,5122,6.13,6.16,3.83
0.3,Premium,D,VS2,61.0,60.0,710,4.29,4.33,2.63
0.35,Very Good,H,VS1,62.6,58.0,614,4.49,4.52,2.82
0.5,Good,G,VVS2,61.2,63.3,1690,5.06,5.08,3.1
0.51,Good,D,SI1,63.6,57.0,1574,5.08,5.05,3.22
0.3,Premium,F,VS2,61.4,60.0,605,4.29,4.34,2.65
0.37,Ideal,E,SI1,61.4,56.0,777,4.65,4.6,2.84
0.35,Premium,E,VS2,60.7,60.0,984,4.58,4.55,2.77
0.6,Very Good,I,VS2,60.6,60.0,1402,5.46,5.49,3.32
0.74,Ideal,F,SI2,60.3,58.0,2295,5.84,5.82,3.51
1.5,Ideal,F,SI1,62.0,53.0,11405,7.32,7.29,4.53
0.36,Ideal,D,SI1,62.0,54.0,626,4.58,4.61,2.85
0.31,Ideal,F,VVS1,60.7,57.0,1140,4.41,4.39,2.67
0.41,Ideal,H,VS1,61.8,56.0,750,4.73,4.78,2.94
1.02,Ideal,F,SI2,62.4,57.0,4398,6.43,6.4,4.0
0.32,Ideal,G,VS2,60.3,57.0,720,4.46,4.43,2.68
0.4,Good,E,SI1,63.6,57.0,882,4.69,4.65,2.97
0.5,Premium,H,VS1,60.3,58.0,1395,5.22,5.17,3.13
1.18,Ideal,G,VVS2,61.3,55.0,10308,6.86,6.81,4.19
0.72,Premium,E,SI1,63.0,56.0,2666,5.76,5.73,3.62
0.5,Very Good,G,VS2,60.9,58.0,1351,5.08,5.1,3.1
1.16,Very Good,F,SI1,63.4,55.0,6301,6.73,6.65,4.24
0.56,Ideal,D,IF,62.4,56.0,4216,5.24,5.28,3.28
0.38,Ideal,G,SI1,62.4,57.0,855,4.65,4.62,2.89
0.55,Ideal,F,SI1,61.7,56.4,1598,5.26,5.3,3.25
1.11,Ideal,I,VS1,63.0,56.0,5152,6.61,6.57,4.15
0.95,Premium,G,SI2,59.8,60.0,3181,6.36,6.34,3.8
0.32,Ideal,F,VVS1,61.3,55.0,854,4.42,4.45,2.72
0.41,Ideal,H,VS1,61.1,56.0,1269,4.83,4.86,2.96
0.81,Ideal,D,VS2,62.1,56.0,4087,6.01,5.98,3.72
0.9,Ideal,F,VS2,60.5,54.0,4531,6.22,6.17,3.75
0.3,Ideal,E,VS2,62.0,55.0,658,4.3,4.35,2.68
0.46,Very Good,I,VVS1,62.9,57.0,1163,4.91,4.95,3.1
0.34,Ideal,G,VS2,62.2,57.0,596,4.44,4.47,2.77
1.21,Very Good,H,VS2,60.1,57.0,6887,6.88,6.97,4.16
1.1,Premium,G,VS2,59.4,60.0,7022,6.78,6.72,4.01
1.76,Very Good,J,SI2,60.9,60.0,9053,7.79,7.83,4.76
0.41,Ideal,G,IF,61.0,57.0,1367,4.79,4.81,2.93
0.7,Ideal,I,VVS1,61.8,56.0,2966,5.69,5.73,3.53
0.7,Very Good,G,SI1,62.7,55.0,2281,5.63,5.66,3.54
0.33,Premium,E,SI2,59.7,58.0,463,4.48,4.53,2.69
0.34,Ideal,G,IF,60.7,57.0,974,4.51,4.55,2.75
1.01,Very Good,D,SI2,60.1,60.0,4690,6.41,6.47,3.87
0.7,Very Good,D,VS1,60.4,58.0,3008,5.71,5.78,3.47
0.24,Very Good,E,VVS1,61.2,55.0,485,4.03,4.08,2.48
1.01,Premium,E,SI2,60.4,60.0,4878,6.49,6.46,3.91
0.82,Ideal,H,VVS2,61.4,56.0,3781,6.01,6.05,3.71
0.62,Premium,F,VS1,60.1,58.0,1942,5.56,5.48,3.32
1.24,Very Good,I,SI1,60.4,58.0,5456,6.95,7.02,4.22
1.7,Ideal,H,VS2,62.4,57.0,13681,7.61,7.56,4.73
0.38,Premium,D,SI1,62.2,58.0,733,4.57,4.63,2.86
1.12,Very Good,E,VS1,60.8,58.0,8788,6.69,6.73,4.08
0.7,Very Good,I,VS1,63.1,54.0,2129,5.61,5.67,3.56
0.31,Very Good,F,SI1,58.8,59.0,459,4.44,4.5,2.63
0.32,Good,H,VVS2,63.4,56.0,645,4.34,4.37,2.76
0.53,Ideal,G,IF,60.6,56.0,2293,5.27,5.33,3.21
0.3,Ideal,F,VVS1,61.5,58.0,814,4.3,4.32,2.65
1.02,Premium,H,SI2,59.2,59.0,3701,6.57,6.54,3.88
1.12,Ideal,H,SI1,62.8,55.0,5863,6.66,6.61,4.17
0.75,Premium,H,VS1,61.9,61.0,2961,5.85,5.82,3.61
0.7,Ideal,D,VS2,61.3,57.0,2960,5.72,5.76,3.52
0.4,Good,G,VS2,63.5,56.0,807,4.68,4.7,2.98
1.14,Premium,H,VS2,61.3,59.0,5700,6.76,6.72,4.13
0.32,Premium,G,VS1,61.2,62.0,773,4.45,4.41,2.71
0.51,Very Good,F,VS2,63.2,58.0,1417,5.07,5.05,3.2
0.34,Very Good,G,VS1,62.2,55.0,640,4.48,4.52,2.8
1.05,Ideal,H,VS2,61.7,57.0,5728,6.52,6.55,4.03
0.41,Premium,G,SI1,61.7,59.0,923,4.73,4.71,2.91
0.33,Ideal,D,VS2,62.1,56.0,1002,4.48,4.44,2.77
0.57,Ideal,D,VS2,61.8,56.0,1998,5.31,5.34,3.29
0.41,Ideal,J,SI2,62.5,54.0,731,4.78,4.79,2.99
0.5,Very Good,F,VS1,62.0,58.0,1692,5.08,5.11,3.16
0.31,Ideal,H,VS1,61.7,57.0,544,4.32,4.34,2.67
1.0,Premium,H,VS2,63.0,59.0,4791,6.43,6.34,4.02
0.42,Premium,F,SI1,61.8,58.0,773,4.81,4.84,2.98
0.3,Very Good,H,SI1,63.4,57.0,540,4.31,4.27,2.72
0.56,Very Good,G,SI1,61.8,55.0,1361,5.28,5.33,3.28
0.35,Ideal,G,IF,61.1,56.0,1116,4.59,4.54,2.79
0.5,Premium,E,SI1,62.3,58.0,1415,5.15,5.09,3.19
0.4,Ideal,F,VVS2,61.6,56.0,1196,4.73,4.77,2.93
0.3,Ideal,G,IF,62.6,54.0,826,4.3,4.33,2.7
1.01,Very Good,D,VS2,62.2,61.0,6905,6.37,6.43,3.98
0.7,Fair,E,SI1,57.2,66.0,2000,5.76,5.74,3.29
0.72,Very Good,G,SI2,62.1,59.0,2015,5.66,5.73,3.54
0.31,Ideal,I,IF,62.0,54.0,635,4.36,4.42,2.72
0.5,Ideal,G,VVS1,62.7,57.0,1966,5.07,5.1,3.19
1.01,Fair,F,SI1,65.0,61.0,5131,6.29,6.23,4.07
1.0,Very Good,F,VS1,58.1,62.0,6098,6.57,6.62,3.83
0.38,Ideal,F,IF,62.2,54.0,1218,4.65,4.68,2.9
1.07,Premium,G,SI2,62.0,59.0,4523,6.54,6.5,4.04
0.4,Good,D,SI2,63.8,54.0,622,4.7,4.73,3.01
2.0,Very Good,I,VS2,63.1,60.0,17084,7.95,7.99,5.03
0.63,Ideal,D,VS2,62.1,55.0,2373,5.5,5.52,3.42
1.01,Premium,G,VS2,62.1,60.0,5946,6.37,6.35,3.95
0.32,Ideal,F,VVS2,62.1,56.0,741,4.4,4.46,2.75
0.9,Ideal,D,SI1,61.6,55.0,5081,6.23,6.27,3.85
0.23,Very Good,E,VVS1,62.1,58.0,530,3.9,3.93,2.43
0.32,Very Good,I,VS2,62.9,57.0,449,4.37,4.4,2.76
0.29,Ideal,D,VS1,61.7,57.0,647,4.26,4.23,2.62
0.31,Very Good,G,VVS2,63.2,58.0,907,4.32,4.26,2.71
2.02,Ideal,J,SI1,62.4,56.0,12591,8.03,8.19,5.06
1.02,Very Good,E,SI2,60.5,58.0,4398,6.54,6.58,3.97
0.41,Ideal,H,SI1,62.2,55.0,1056,4.76,4.79,2.97
0.71,Ideal,F,SI2,59.3,57.0,2331,5.86,5.81,3.46
0.34,Ideal,E,VS1,61.2,55.0,790,4.51,4.54,2.77
0.31,Premium,E,VVS1,58.9,59.0,969,4.48,4.41,2.62
0.51,Premium,E,VS1,58.2,58.0,2020,5.33,5.29,3.09
0.43,Premium,G,VVS1,62.2,58.0,1264,4.83,4.78,2.99
0.43,Premium,D,SI2,62.6,58.0,716,4.79,4.82,3.01
0.32,Ideal,G,VVS1,61.4,57.0,814,4.42,4.44,2.72
0.74,Ideal,E,SI2,60.9,57.0,2617,5.89,5.83,3.57
0.71,Ideal,I,SI1,62.6,54.0,2111,5.68,5.73,3.57
0.46,Ideal,I,VVS1,61.7,57.0,974,4.96,4.99,3.07
0.85,Ideal,H,SI2,62.5,57.0,2833,6.02,6.07,3.78
0.31,Ideal,F,VVS1,62.4,55.0,985,4.34,4.32,2.7
0.73,Ideal,I,SI1,62.0,57.0,2215,5.74,5.77,3.56
0.25,Very Good,E,VVS2,60.5,59.0,575,4.06,4.1,2.47
0.9,Very Good,D,SI2,58.8,59.0,3643,6.24,6.28,3.68
0.21,Very Good,E,VS2,63.2,54.0,386,3.82,3.78,2.4
1.3,Very Good,F,SI2,61.1,58.0,6149,6.98,7.02,4.28
0.31,Ideal,G,VS1,60.8,57.0,645,4.39,4.42,2.68
1.2,Very Good,G,SI1,63.0,57.0,5607,6.7,6.75,4.24
0.78,Very Good,G,VS2,61.7,58.0,3074,5.87,5.92,3.64
1.71,Premium,G,SI1,60.6,58.0,13666,7.79,7.75,4.71
2.8,Good,G,SI2,63.8,58.0,18788,8.9,8.85,0.0
1.11,Ideal,G,VS2,61.4,56.0,7443,6.65,6.7,4.1
1.73,Premium,F,SI1,58.0,62.0,13365,7.95,7.91,4.6
0.51,Ideal,H,VVS1,61.7,57.0,1837,5.12,5.15,3.16
1.33,Good,I,VS1,63.7,56.0,7090,6.96,6.92,4.42
0.31,Premium,F,SI1,60.6,60.0,663,4.37,4.34,2.64
2.04,Very Good,H,SI2,62.7,56.0,15618,8.06,8.12,5.07
1.07,Ideal,H,SI2,62.4,55.0,4840,6.56,6.59,4.1
1.16,Premium,H,SI2,62.6,57.0,4979,6.75,6.67,4.2
0.96,Premium,E,SI1,60.0,60.0,4864,6.44,6.39,3.85
1.09,Premium,H,SI2,61.7,60.0,4496,6.57,6.59,4.06
0.41,Ideal,F,SI2,62.0,53.0,612,4.77,4.81,2.97
0.54,Ideal,G,VVS1,62.2,53.9,2007,5.22,5.25,3.26
1.5,Premium,F,SI2,60.8,59.0,9408,7.36,7.3,4.46
0.4,Very Good,F,VVS2,60.5,57.0,1012,4.76,4.79,2.89
0.54,Ideal,I,SI1,61.7,56.0,1114,5.25,5.29,3.25
1.63,Very Good,I,SI1,62.0,54.0,9090,7.6,7.67,4.73
0.52,Very Good,E,VS2,62.5,58.0,1653,5.13,5.18,3.22
0.56,Ideal,G,VS2,61.0,57.0,1698,5.34,5.32,3.25
1.07,Ideal,H,SI2,59.2,57.0,4314,6.7,6.64,3.95
0.26,Premium,H,VVS1,62.5,58.0,600,4.11,4.08,2.56
1.14,Very Good,D,SI1,60.2,60.0,7106,6.7,6.85,4.08
1.01,Premium,J,SI2,61.9,59.0,3658,6.38,6.34,3.94
0.32,Ideal,F,SI1,61.4,54.0,586,4.42,4.44,2.72
1.02,Good,H,SI1,63.9,55.0,4558,6.4,6.37,4.08
0.3,Premium,G,VVS2,61.2,58.0,684,4.32,4.34,2.65
1.0,Fair,H,VS1,57.4,68.0,4368,6.52,6.47,3.73
0.41,Ideal,E,SI2,60.7,57.0,876,4.85,4.81,2.93
0.31,Ideal,G,VVS1,61.7,57.0,1046,4.38,4.34,2.69
0.57,Ideal,E,SI1,61.9,56.0,1613,5.33,5.3,3.29
0.36,Ideal,D,SI1,61.2,57.0,851,4.63,4.59,2.82
1.23,Ideal,E,SI2,61.2,55.0,6403,7.01,6.92,4.26
0.25,Very Good,G,VS2,61.9,57.0,407,4.05,4.08,2.51
0.56,Ideal,D,VS2,62.7,57.0,1846,5.28,5.25,3.3
0.33,Very Good,G,VVS2,60.0,63.0,965,4.49,4.45,2.68
1.01,Good,F,VS2,57.3,62.0,5487,6.63,6.59,3.79
0.31,Premium,E,VS1,61.0,60.0,636,4.35,4.37,2.66
0.83,Very Good,G,SI2,63.3,57.0,2543,5.97,5.91,3.76
2.17,Premium,F,I1,60.7,59.0,9078,8.43,8.35,5.09
0.4,Premium,D,VS1,59.2,59.0,1123,4.79,4.81,2.84
0.24,Very Good,H,VVS2,61.4,57.0,449,4.02,4.04,2.47
1.01,Very Good,G,VVS2,59.7,59.0,7226,6.5,6.56,3.9
1.02,Premium,E,SI2,60.5,58.0,4478,6.58,6.54,3.97
0.95,Very Good,J,VS1,62.4,57.0,3365,6.25,6.29,3.91
0.4,Ideal,E,SI1,62.0,57.0,737,4.74,4.78,2.95
2.18,Very Good,G,SI2,63.1,58.0,16878,8.29,8.23,5.21
1.12,Ideal,G,VS1,62.2,56.0,7827,6.71,6.67,4.16
0.37,Ideal,H,SI1,59.7,56.0,684,4.71,4.67,2.8
0.33,Premium,G,VS1,60.3,58.0,797,4.52,4.5,2.72
0.31,Ideal,E,SI1,62.7,57.0,544,4.29,4.32,2.7
0.31,Very Good,G,VVS2,62.1,56.0,707,4.27,4.33,2.67
1.75,Premium,F,VS2,61.4,58.0,17172,7.76,7.72,4.75
0.71,Very Good,H,VVS2,63.0,58.0,2709,5.64,5.72,3.58
0.35,Ideal,F,VS2,61.5,57.0,706,4.52,4.56,2.79
1.22,Very Good,E,VS2,60.8,59.0,9475,6.87,6.91,4.19
0.3,Premium,G,VVS1,61.7,58.0,789,4.26,4.3,2.64
0.42,Very Good,D,SI2,62.9,55.0,656,4.78,4.82,3.02
0.32,Premium,H,VVS1,61.5,59.0,730,4.37,4.41,2.7
1.5,Premium,D,SI2,58.7,57.0,9173,7.48,7.42,4.37
0.31,Ideal,D,VS1,61.6,55.0,766,4.37,4.4,2.7
0.42,Ideal,E,VS2,61.3,56.0,958,4.81,4.85,2.96
0.91,Very Good,H,SI1,59.2,60.0,3998,6.3,6.41,3.76
1.21,Ideal,F,VVS1,61.1,57.0,12556,6.87,6.91,4.21
1.66,Premium,G,SI2,59.1,58.0,10030,7.77,7.69,4.57
0.8,Ideal,H,IF,62.4,54.0,3972,5.93,5.99,3.72
1.21,Ideal,G,VS2,62.0,56.0,7666,6.77,6.87,4.23
0.91,Good,I,SI1,64.2,59.0,2700,6.05,5.98,3.86
0.34,Very Good,H,VS2,60.0,58.0,521,4.52,4.56,2.72
1.51,Very Good,E,I1,62.0,58.0,6139,7.31,7.37,4.55
0.4,Ideal,I,VVS2,62.0,57.0,758,4.73,4.75,2.94
0.41,Very Good,H,VVS1,59.5,58.0,991,4.82,4.86,2.88
0.5,Good,G,VVS2,63.4,57.0,1715,5.06,5.1,3.22
0.56,Ideal,E,VS2,61.7,54.0,1819,5.28,5.35,3.28
1.01,Very Good,F,SI2,63.2,58.0,4299,6.43,6.3,4.02
0.96,Very Good,D,SI1,59.9,58.0,5548,6.4,6.46,3.85
1.04,Very Good,F,VS2,61.0,60.0,6361,6.54,6.48,3.97
0.7,Premium,D,SI2,59.3,59.0,2562,5.79,5.74,3.42
0.34,Ideal,E,VVS2,61.8,56.0,838,4.48,4.52,2.78
1.51,Fair,G,I1,65.6,54.0,4167,7.28,7.1,4.72
1.07,Ideal,F,SI1,61.5,56.0,7286,6.58,6.62,4.06
1.6,Ideal,E,SI1,61.9,54.0,11437,7.56,7.5,4.66
0.52,Very Good,D,SI1,63.2,57.0,1446,5.11,5.15,3.24
0.38,Ideal,I,VVS2,62.0,55.0,721,4.64,4.69,2.89
1.28,Ideal,F,VVS2,62.2,56.0,12841,6.95,6.91,4.32
0.9,Premium,G,SI1,62.7,58.0,3774,6.13,6.08,3.83
0.6,Premium,D,SI2,61.4,56.0,1385,5.43,5.41,3.33
0.42,Premium,F,SI1,61.5,58.0,773,4.8,4.83,2.96
0.4,Premium,E,VVS2,60.8,59.0,1056,4.77,4.73,2.89
0.58,Premium,G,VVS2,59.7,59.0,2095,5.45,5.4,3.24
1.53,Ideal,H,SI1,61.1,57.0,10659,7.45,7.44,4.55
0.61,Premium,G,SI1,60.8,60.0,1255,5.42,5.42,3.31
0.7,Very Good,G,SI2,61.7,60.0,2141,5.67,5.7,3.51
0.41,Ideal,G,VS1,61.9,57.0,961,4.81,4.76,2.96
0.9,Premium,E,VS2,62.2,59.0,4500,6.18,6.13,3.83
0.53,Ideal,E,VS2,62.4,56.0,1721,5.16,5.2,3.23
0.3,Ideal,G,VS2,63.0,55.0,675,4.31,4.29,2.71
0.43,Good,E,SI1,63.4,56.0,718,4.77,4.79,3.03
1.0,Good,G,SI2,58.1,65.0,3541,6.48,6.46,3.76
0.33,Ideal,G,IF,62.1,56.0,1052,4.44,4.41,2.75
0.32,Very Good,G,VS1,62.1,56.0,645,4.4,4.43,2.74
0.55,Ideal,E,VS2,60.3,57.0,1715,5.3,5.28,3.19
0.54,Premium,E,SI1,62.2,58.0,1637,5.26,5.23,3.26
0.31,Ideal,D,SI2,62.6,57.0,462,4.27,4.35,2.7
1.07,Premium,H,SI1,58.9,59.0,4235,6.76,6.71,3.97
1.06,Good,H,SI1,57.2,60.0,4060,6.84,6.74,3.88
0.41,Ideal,E,SI1,62.7,57.0,755,4.74,4.77,2.98
0.41,Ideal,G,IF,61.7,56.0,1431,4.8,4.77,2.95
0.56,Ideal,H,VVS1,60.8,57.0,1929,5.3,5.35,3.24
2.02,Premium,H,SI1,61.1,60.0,17489,8.19,8.11,4.98
0.51,Good,E,SI1,63.9,54.0,1443,5.09,5.05,3.24
0.74,Premium,F,SI1,61.2,59.0,2744,5.88,5.82,3.58
1.3,Ideal,G,VS2,61.9,55.0,9225,7.04,7.01,4.35
1.01,Fair,D,VS2,65.3,58.0,6366,6.29,6.24,4.09
0.85,Ideal,H,SI2,61.8,54.0,2659,6.1,6.07,3.76
0.34,Ideal,G,IF,61.6,56.0,1014,4.48,4.51,2.77
0.32,Ideal,G,VVS1,61.9,55.0,814,4.43,4.46,2.75
1.7,Premium,H,SI1,62.5,60.0,11709,7.54,7.49,4.7
1.03,Premium,F,I1,62.3,59.0,3444,6.42,6.46,4.01
0.75,Ideal,F,SI2,62.1,55.0,2586,5.83,5.87,3.63
0.5,Fair,F,SI1,66.5,59.0,994,5.01,4.91,3.3
1.24,Premium,D,SI2,61.4,59.0,6840,6.87,6.91,4.23
2.21,Ideal,H,SI2,61.9,56.0,13615,8.4,8.36,5.19
0.33,Ideal,E,VVS1,60.9,56.0,1052,4.48,4.46,2.72
1.01,Premium,G,SI1,63.0,58.0,4525,6.35,6.29,3.98
1.6,Ideal,I,SI2,61.9,57.0,8530,7.51,7.48,4.64
0.52,Ideal,E,VS2,60.4,57.0,1576,5.17,5.22,3.14
1.0,Premium,J,I1,58.3,58.0,1681,6.61,6.51,3.82
0.7,Very Good,H,VS1,60.3,63.0,2279,5.73,5.77,3.47
0.4,Ideal,G,VVS1,62.2,54.0,1059,4.73,4.76,2.95
0.32,Ideal,D,VVS2,61.7,55.0,1014,4.42,4.39,2.72
2.14,Premium,I,SI2,62.1,58.0,12970,8.31,8.23,5.13
1.01,Good,G,SI2,59.3,62.0,4397,6.51,6.58,3.88
0.71,Ideal,F,SI2,62.1,55.7,2614,5.7,5.75,3.56
0.53,Ideal,I,VS1,62.3,56.0,1427,5.19,5.23,3.24
0.31,Ideal,F,IF,62.2,55.0,914,4.35,4.37,2.71
0.4,Ideal,I,VS1,61.5,59.0,736,4.72,4.75,2.91
0.56,Ideal,D,SI1,62.3,56.0,1723,5.26,5.33,3.3
1.0,Premium,H,IF,60.6,57.0,7235,6.54,6.47,3.94
1.07,Good,F,SI2,61.3,65.0,4446,6.59,6.41,4.0
0.41,Ideal,D,VS2,62.2,57.0,1076,4.76,4.72,2.95
1.09,Ideal,H,VS2,61.3,56.0,6288,6.57,6.63,4.05
0.33,Ideal,H,VVS1,62.1,53.0,730,4.48,4.5,2.79
1.0,Premium,G,VVS1,62.1,59.0,8154,6.4,6.29,3.94
1.12,Premium,H,SI2,61.0,59.0,4077,6.72,6.66,4.08
1.14,Premium,I,SI1,62.2,58.0,4788,6.7,6.67,4.16
1.02,Premium,E,SI1,62.6,58.0,5278,6.47,6.44,4.05
1.58,Good,I,VS1,58.6,62.0,9775,7.59,7.66,4.47
0.31,Ideal,E,VS2,60.8,54.0,680,4.39,4.4,2.67
0.72,Ideal,G,VVS1,62.2,54.4,3492,5.73,5.76,3.57
0.32,Premium,H,VS2,59.5,58.0,648,4.5,4.47,2.67
1.24,Premium,D,SI2,61.0,59.0,5311,6.93,6.97,4.24
0.3,Premium,D,VS2,62.9,61.0,911,4.29,4.27,2.69
0.54,Ideal,E,VVS2,61.6,56.0,2776,5.25,5.27,3.24
0.34,Good,E,SI1,63.9,56.0,765,4.48,4.44,2.85
1.5,Very Good,E,VS2,62.1,60.0,14256,7.27,7.31,4.53
0.36,Ideal,E,VS1,61.6,57.0,1094,4.58,4.54,2.81
0.71,Premium,E,VVS1,61.8,56.0,3936,5.71,5.68,3.52
0.32,Premium,G,VS2,61.5,60.0,720,4.42,4.4,2.71
0.31,Ideal,D,SI1,62.3,54.0,732,4.37,4.33,2.71
0.24,Very Good,F,VS1,59.3,57.0,393,4.07,4.12,2.43
1.83,Premium,I,SI1,62.9,55.0,11883,7.9,7.78,4.93
1.51,Ideal,F,VS1,62.1,56.0,16370,7.34,7.38,4.57
0.32,Ideal,F,VS2,62.2,55.0,645,4.35,4.37,2.71
1.16,Ideal,G,SI2,61.6,55.0,5695,6.74,6.77,4.16
0.9,Very Good,G,VS2,62.7,59.0,4543,6.09,6.16,3.84
0.33,Premium,I,VS2,62.6,58.0,594,4.42,4.34,2.74
1.13,Very Good,G,SI1,63.1,58.0,5526,6.65,6.59,4.18
0.32,Ideal,D,SI1,61.5,56.0,756,4.42,4.39,2.71
0.7,Good,J,SI1,64.3,56.0,1442,5.62,5.57,3.6
0.9,Fair,D,SI2,64.9,57.0,3473,6.03,5.98,3.9
0.79,Very Good,F,SI1,58.5,61.0,3073,6.03,6.08,3.54
0.32,Very Good,G,VVS1,61.4,55.0,772,4.41,4.45,2.72
1.7,Ideal,H,VS1,61.5,55.0,16240,7.69,7.73,4.74
0.56,Ideal,D,VS2,62.1,57.0,2066,5.28,5.25,3.27
1.07,Very Good,E,VS1,62.0,60.0,7768,6.49,6.58,4.05
0.41,Very Good,H,SI1,62.6,59.0,683,4.72,4.77,2.97
0.41,Very Good,J,VVS1,60.1,58.0,775,4.79,4.83,2.89
0.75,Premium,J,SI2,62.9,56.0,1588,5.76,5.72,3.61
2.03,Premium,D,SI2,61.7,58.0,13229,8.14,8.1,5.01
0.53,Ideal,F,VS2,61.5,55.0,1631,5.2,5.27,3.22
0.24,Premium,E,VS2,62.6,58.0,536,4.03,3.99,2.51
0.71,Ideal,D,VS2,63.0,56.0,3245,5.69,5.65,3.58
0.55,Very Good,E,SI1,64.2,55.0,1417,5.18,5.2,3.33
0.52,Ideal,F,VS1,62.3,55.0,1872,5.21,5.16,3.23
1.5,Ideal,I,SI1,64.2,59.0,8736,7.13,7.1,4.57
0.41,Ideal,H,IF,62.9,54.0,1243,4.74,4.71,2.97
1.16,Ideal,G,SI2,61.7,56.0,4710,6.82,6.76,4.18
0.71,Ideal,G,SI1,61.4,56.0,3007,5.72,5.77,3.53
0.52,Ideal,G,VVS2,61.5,56.0,1911,5.18,5.2,3.19
1.52,Very Good,J,VS1,62.2,55.0,8217,7.35,7.42,4.59
1.2,Very Good,I,VVS2,61.7,63.0,5107,6.72,6.7,4.13
1.12,Ideal,H,SI2,62.4,54.0,5178,6.65,6.68,4.16
1.01,Good,F,SI2,63.8,57.0,3532,6.31,6.36,4.04
1.2,Ideal,H,SI2,62.6,58.0,5613,6.74,6.81,4.24
0.33,Ideal,F,VVS2,60.9,56.0,974,4.47,4.5,2.73
1.01,Good,H,SI2,63.0,61.0,4865,6.32,6.29,3.97
0.41,Very Good,E,SI1,62.9,57.0,755,4.72,4.76,2.98
0.57,Ideal,D,SI1,61.4,55.0,1684,5.34,5.35,3.28
0.4,Very Good,F,VVS1,63.3,57.0,1224,4.7,4.68,2.97
1.0,Good,G,VS2,56.6,61.0,5484,6.65,6.61,3.75
0.41,Very Good,G,VVS1,60.0,59.0,1151,4.83,4.84,2.9
1.0,Premium,G,VS1,62.4,62.0,6290,6.37,6.33,3.96
0.53,Ideal,D,VS2,61.4,55.0,1704,5.24,5.21,3.21
0.7,Premium,E,VVS2,60.6,60.0,3377,5.74,5.72,3.47
1.3,Premium,G,VVS1,60.5,60.0,11061,7.01,7.05,4.25
0.41,Very Good,D,SI1,60.3,63.0,717,4.78,4.8,2.89
1.93,Very Good,I,SI1,62.8,58.0,13278,7.89,7.97,4.98
